Código,Objeto,Categoria,TCO_Descricao,Lic_Descricao,Valor
2686,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de  Prestação de Serviços nº 01-012/2022, assinado em 25/03/2022, e seus aditivos, cujo objeto é a Manutenção preventiva e corretiva, devidamente registrada no CREA, para prestação de serviços de gerenciamento do parque tecnológico à rede municipal de estabelecimentos assistenciais de saúde do município de Duque de Caxias/RJ, conforme  Autorizo e demais documentos acostados nos autos do Processo Administrativo nº 014/000434/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,CONCORRÊNCIA,5395800.8
2687,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses e ACRESCER em 25%  o Termo de  Prestação de Serviços nº 02-036/2025, assinado em 12/03/2025, cujo objeto é a aquisição de medicamentos e insumos em atendimento as necessidades da Secretaria Municipal de Saúde de Duque de Caxias/RJ, LOTES 03,07,10 e 11 da Ata de Registro de Preços nº 003/2025, especificações e condições contidas no Termo de Referência, conforme Autorizo, Justificativa e demais documentos constantes no Processo Administrativo nº 014/001074/2026.",,TERMO ADITIVO DE FORNECIMENTO,ADESÃO À ATA DE REGISTRO DE PREÇOS,3666079.48
2688,"O presente termo tem por finalidade retificar o TERMO DE FORNECIMENTO N° 02-008/2026, assinado  em 24/02/2026, que entre si celebraram o MUNICÍPIO DE DUQUE DE CAXIAS, através da SECRETARIA MUNICIPAL DE ESPORTE E LAZER e, de outro lado  ACQUA MIX COMÉRCIO DE PRODUTOS PARA PISCINA LTDA - ME, tendo em vista a ocorrência de erro material, em razão do realinhamento dos preços registrados na Ata de N° 002/2025, da Fundação de Apoio á Escola Técnica, Ciência, Tecnologia, Esporte, Lazer, Cultura e Políticas Sociais de Duque de Caxias - FUNDEC, publicada em 20/02/2026, através do Boletim Oficial de n° 7699/2026, conforme solicitação da Secretaria Municipal de Esporte e Lazer.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,563990.31
2690,"objeto é a locação do imóvel de  área construída de 297,38 m2, situado à Rua Caravelas, n 1.100, Saracuruna (Aliados), Duque de  Caxias/RJ, onde encontra-se funcionando o Programa  Aqui Tem Esporte , conforme demais  documentos acostados aos autos do Processo administrativo n9 016/000041/2026. O valor global  deste Aditivo é de R$ 76.800,00 (setenta e seis mil e oitocentos reais), para o encargo mensal de  aluguel no valor de R$ 3.200,00 (três mil e duzentos reais). A despesa total decorrente deste termo  será coberta pela Nota de Empenho",,TERMO ADITIVO DE LOCAÇÃO DE IMÓVEL,DISPENSA DE LICITAÇÃO,76800.0
2691,"O presente Termo Aditivo tem por finalidade o ACRESCER em 40,14% o Termo de Prestação de Serviços de Execução de Obras nº 05-014/2025, assinado em 16/05/2025, cujo objeto é prestação de serviços de serviços de engenharia comum relacionados à adequações, adaptações e modernizações de praças, quadradas poliesportivas, campos de futebol, academias públicas, dentre outras relacionadas ao bem-estar social, desporto e cultura, bem como ações de melhoria das condições de infraestrutura geral das regiões do entorno destas localidades no município de Duque de Caxias/RJ, conforme Autorizo, justificativa técnica e demais documentos acostados no Processo Administrativo nº 013/000224/2026.",1,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS DE EXECUÇÃO DE OBRAS,ADESÃO À ATA DE REGISTRO DE PREÇOS,119466680.82
2692,"O objeto do presente termo é a locação de veículos automotores, sem motorista, sem fornecimento de  combustível, com quilometragem livre e seguro total, para o transporte rodoviário em atividades  administrativas e missão oficial, em atendimento às necessidades da Secretaria Municipal de Controle, nas  especificações constantes no Termo de Referência, conforme Termo de Adesão e demais documentos  acostados nos autos do Processo Administrativo n 005/000037/2025.",,TERMO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,272460.0
2693,"O objeto do presente Termo é o Credenciamento da UNIÃO NACIONAL DE ASSISTÊNCIA AOS SERVIDORES PÚBLICOS - UNASP, para a prestação de serviços de Clube de Benefícios, oriundo do Chamamento Público nº 001/SMAOP/2026, conforme o constante no Processo Administrativo nº 008/000644/2026.",,TERMO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,0.0
2694,"O objeto do presente termo é a aquisição de 10 câmeras fotográficas e fontes para o devido funcionamento, visando o atendimento das necessidades do setor de identidade e equipamentos vinculados, sendo este de natureza comum, nas especificações e condições constantes no Termo de Referência, conforme Ato de Dispensa e demais documentos constantes nos autos do Processo Administrativo nº 017/001226/2025.",,TERMO DE FORNECIMENTO,DISPENSA DE LICITAÇÃO,60588.9
2695,"O presente Termo Aditivo tem por finalidade REAJUSTAR em 6,85% o Termo de Prestação de Serviços n° 01-026/2021, assinado em 15/12/2021, e seus aditivos, cujo objeto é o preparo da Alimentação Escolar, incluindo: o fornecimento, logística, transporte distribuição dos gêneros alimentícios, perecíveis e não  perecíveis, para atendimento das Unidades Escolares do 3o Distrito e das Entidades Filantrópicas  atendidas pela Secretaria Municipal de Educação; mão de obra de merendeiros (as) escolares  capacitados (as) responsáveis pelo preparo da alimentação escolar, que farão o recebimento,  manipulação, pré-preparo, preparo, distribuição e controle dos gêneros alimentícios, limpeza e  higienização da cozinha, refeitório e estoque; abastecimento, instalação, manutenção com reposição de  peças e conversão de gás liquefeito de petróleo - GLP; além do fornecimento, supervisão, reposição,  complementação e manutenção preventiva e corretiva de equipamentos, utensílios e mobiliários que  forem necessários à completa execução dos serviços somente nas Unidades Escolares do 3° Distrito,  conforme Autorizo e demais documentos acostados nos autos do Processo Administrativo n°010/004518/2025. O valor global deste Aditivo é de R$ 21.955.981,96 (vinte um milhões, novecentos e  cinquenta e cinco mil, novecentos e oitenta e um reais e noventa e seis centavos).",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,PREGÃO ELETRÔNICO,21955981.96
2696,"objeto a seleção e administração de vagas para estágio de modo remunerado, para estudantes  de instituições da rede de ensinos superiores, públicas ou privadas, oficiais e reconhecidas pelo  Ministério de Educação - MEC, que atuará em conjunto com a Secretaria Municipai de Fazenda do  Município de Duque de Caxias e instituições de ensino Superior para preenchimento de oportunidades  de vagas de estágio na referida Secretaria, conforme Autorizo e demais documentos constantes no  Processo Administrativo n° 009/002698/2026. O valor global deste Aditivo é de R$ 1.454.850,00 (Um  milhão, quatrocentos e cinquenta e quatro mil, oitocentos e cinquenta reais).",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,PREGÃO ELETRÔNICO,1454850.0
2698,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de Prestação de Serviços nº 01-013/2025, assinado em 01/04/2025, cujo objeto é a Prestação de Serviços de Enfermagem para todas as Unidades de Saúde do Município de Duque de Caxias, conforme Autorizo e demais documentos constantes no Processo Administrativo nº 014/000634/2026",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ATA DE REGISTRO DE PREÇOS,68154918.4
2700,"objeto é a prestação de  serviços de outsourcing de impressão e reprografia, com fornecimento de equipamentos novos e de  primeiro uso e fornecimento dos insumos necessários, exceto papel, incluindo suprimentos, peças,  logística direta e reversa dos resíduos gerados pelo contrato, conforme Autorizo e demais documentos  acostados nos autos do Processo Administrativo n 014/000565/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,PREGÃO ELETRÔNICO,6764615.04
2702,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses, o Termo de Prestação de Serviços nº 01-012/2024, assinado em 21/03/2024, e seu aditivo, cujo objeto é a prestação de serviços de outsourcing de equipamentos de TI para as unidades municipais de Saúde de Duque de Caxias/RJ,  conforme Autorizo e demais documentos constantes no Processo Administrativo nº 014/00234/2026. O valor global deste Aditivo é de R$ 10.823.520,00 ( dez milhões, oitocentos e vinte e três mil e quinhentos e vinte reais).",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ATA DE REGISTRO DE PREÇOS,10823520.0
2703,"O objeto do presente termo é a prestação de serviços móveis especializados em oftalmologia, incluindo consultas, exames e cirurgias em unidades móveis, e fornecimento de lentes corretivas e armações para óculos, quando necessário, de forma a complementar e suplementar a capacidade instalada da Rede Municipal de Saúde, em ações específicas a serem contratadas eventualmente ou em caso de necessidade emergencial por insuficiência de rede, nas especificações constantes no Termo de Referência, conforme homologação e demais documentos constantes no Processo Administrativo nº 014/004816/2025",,TERMO DE PRESTAÇÃO DE SERVIÇOS,ATA DE REGISTRO DE PREÇOS,79550101.0
2704,"Fica neste ato UNILATERALMENTE RESCINDIDO o Termo de Credenciamento nº 36-004/2025, assinado em 16/07/2025, oriundo do Chamamento Público nº 003/2025, cujo o objeto é a prestação de serviços em Análise Clínicas e Exames Laboratoriais para atendimento das Unidades de Saúde de Urgência, Emergência e Ambulatório do Município de Duque de Caxias, conforme demais documentos acostados nos autos do Processos Administrativos nº 014/001743/2026.",,TERMO DE RESCISÃO EM GERAL,N/A,0.0
2705,"O presente Termo Aditivo tem por objeto PRORROGAR por 12 (doze) meses o Termo de  Credenciamento n9 36-030/2022, assinado em 08/06/2022, e seus aditivos, cujo objeto é a prestação  de serviços de consulta médica básica e especializada, fisioterapia motora, respiratória, neurológica,  traumatologia e acupuntura, conforme Autorizo e demais documentos acostados no Processo  Administrativo n° 014/001303/2026. O valor global deste Contrato é de R$ 240.000,00 (duzentos e  quarenta mil reais).",,TERMO ADITIVO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,24000.0
2706,"o objeto é a prestação de  serviços de estações de trabalho em rede, em atendimento as necessidades Procuradoria Geral do  Município de Duque de Caxias/RJ, conforme Autorizo e demais documentos constantes no Processo  Administrativo n 006/001032/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,235320.0
2708,"O objeto do presente termo é a prestação de serviços de repotenciamento dos equipamentos para  modernização do Banco de Leite Humano do Hospital Municipalizado Adão Pereira Nunes, nas  especificações e condições constantes no Termo de Referência, conforme Ato de Inexigibilidade de  Licitação e demais documentos acostados nos autos do Processo Administrativo n 014/001809/2025.",,TERMO DE PRESTAÇÃO DE SERVIÇOS,INEXIGIBILIDADE DE LICITAÇÃO,18064.99
2710,"O presente Termo tem como objeto a Locação de Imóvel situado na Avenida Governador Leonel de  Moura Brizola, n 1786, Centro, e Rua Manoel Corrêa, n 80- Centro, ambos no município de Duque  de Caxias - Rio de Janeiro, 1º Distrito, para instalação, organização e ordenamento de comerciantes  em atividade informai que exercem atividades comerciais em vias públicas, visando à regularização  do uso do espaço urbano, à melhoria da mobilidade e à promoção da ordem pública, nas condições,  descrições e exigências estabelecidas no Termo de Referência, conforme Ato de Inexigibilidade e  demais documentos constantes no processo administrativo n 038/000025/2026, sendo  expressamente VEDADA a sublocação.",,TERMO DE LOCAÇÃO DE IMÓVEL,INEXIGIBILIDADE DE LICITAÇÃO,3298000.0
2711,"O objeto do presente termo é a locação de caçambas de aço tipo Container com 5m3 de capacidade,  incluindo os serviços de carregamento, transporte, descarregamento e destínação final dos resíduos  sólidos em locais devidamente licenciados pelos órgãos ambientais competentes, nas especificações  e condições constantes no Termo de Referência, conforme Termo de Adesão e demais documentos  constantes nos autos do Processo Administrativo n°013/001138/2025. O valor global deste Termo  é de R$ 1.958.580,00 (um milhão, novecentos e cinquenta e oito mil e quinhentos e oitenta reais).",,TERMO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,1958580.0
2712,"O presente Termo Aditivo tem por finalidade prorrogar em 12 (doze) meses, o Termo de Prestação de Serviços de Execução de Obras nº 05-003/2024, assinado em 04/04/2024, e seus aditivos, cujo objeto é a contratação do Saldo da Ata de Registro de Preços n° 051/2023, para fornecimento e aplicação de concreto armado em áreas públicas, em todos os Distritos de Duque de Caxias/RJ, conforme Autorizo e demais documentos acostados no Processo Administrativo nº 013/000233/2026.",1,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS DE EXECUÇÃO DE OBRAS,ATA DE REGISTRO DE PREÇOS,10213452.73
2713,"cujo objeto é  prestação de serviços de preparo, fornecimento e distribuição de 4.000 (quatro mil) refeições diárias,  sendo estas 2.000 (dois mil) almoços e 2.000 (dois mil) café da manhã/dia a preço acessível, bem como a  responsabilidade pelo mobiliário, materiais e equipamentos necessários, além da manutenção preventiva  e corretiva do Restaurante Popular Dom Helder Câmara, Duque de Caxias/RJ, conforme Autorizo e demais  documentos constantes nos autos do Processo Administrativo n 017/000252/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,PREGÃO PRESENCIAL,7918724.35
2714,"cujo objeto é a Reforma e ampliação da Guarda Municipal de Duque de Caxias para implementação de  novos espaços, contemplando área total de 432,32 m2, conforme Autorizo e demais documentos  constantes no Processo Administrativo n 013/000007/2026.",1,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS DE EXECUÇÃO DE OBRAS,CONCORRÊNCIA,5980758.17
2716,"O objeto do presente Termo é a prestação dos serviços de manutenção preventiva, corretiva predial e aquisição de novos equipamentos nos sistemas de climatização e refrigeração, objetivando a garantia da qualidade do ar ambiente e o conforto necessário à salubridade laboral, mediante aplicação de rotinas de identificação, prevenção, conservação e reparo dos sistemas de ar condicionado central, circulação de ar e demais equipamentos de refrigeração instalados nas dependências da Prefeitura Municipal de Duque de Caxias - RJ, abrangendo o fornecimento de insumos, nas especificações e condições constantes no Termo de Referência, conforme homologação e demais documentos acostados no Processo Administrativo nº 013/001133/2024.",1,TERMO DE PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA,CONCORRÊNCIA,1824000.0
2717,"O objeto do presente termo é a construção de Unidade Básica de Saúde Porte II, em Vila Operária, nas especificações contidas no Projeto Básico, conforme homologação e demais documentos acostados no Processo Administrativo nº 013/000528/2025.",1,TERMO DE PRESTAÇÃO DE SERVIÇOS DE EXECUÇÃO DE OBRAS,CONCORRÊNCIA,2799000.9
2718,"O presente TERMO DE COOPERAÇÃO TÉCNICA tem por objetivo promover a inclusão produtiva de mulheres, em especial as que se encontram em situação de vulnerabilidade social, acompanhadas pelos serviços socioassistenciais da SMASDH, conforme Autorizo, Plano de Trabalho e demais documentos constantes no Processo Administrativo nº 017/001155/2025.",,TERMO DE COOPERAÇÃO TÉCNICA,N/A,0.0
2719,"O presente TERMO DE COOPERAÇÃO TÉCNICA tem por objeto a oferta de qualificação profissional e promoção de inclusão produtiva através da empresa COMERCIAL MILANO BRASIL, direcionadas às mulheres em situação de vulnerabilidade social e violência doméstica, acompanhadas pelos serviços socioassistenciais da SMASDH do município de Duque de Caxias, conforme estabelecido no Plano de Trabalho e demais documentos constantes no processo administrativo 017/001090/2025.",,TERMO DE COOPERAÇÃO TÉCNICA,N/A,0.0
2720,"O presente Convênio tem por objetivo a concessão de estágio supervisionado para estudantes do curso Técnico em Segurança do Trabalho, Técnico em Enfermagem do Trabalho, Técnico em Enfermagem, Técnico em Meio Ambiente e Especialização Técnica em Instrumentação Cirúrgica, obedecendo aos preceitos e formalidades legais, conforme Autorizo e demais documentos constantes no Processo administrativo nº 014/004249/2025.",,TERMO DE CONVÊNIO COM INSTITUIÇÕES EM GERAL,N/A,0.0
2721,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de Prestação de Serviços nº 01-004/2023, assinado em 01/02/2023, e seus aditivos, decorrente de CISÃO EMPRESARIAL, cujo objeto é a Prestação de Serviços Médicos (CARDIOLOGIA, DERMATOLOGIA, GERIATRIA, GINECOLOGIA, INFECTOLOGIA, INTENSIVISTA, NEFROLOGIA, ORTOPEDIA, OTORRINOLARINGOLOGIA, PNEUMOLOGIA, PSIQUIATRIA, RADIOLOGIA E UROLOGIA), em atendimento às necessidades da Secretaria Municipal de Saúde de Duque de Caxias/RJ, conforme Autorizo, Justificativa e demais documentos constantes no Processo Administrativo nº 014/004487/2025.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,PREGÃO ELETRÔNICO,44988000.0
2722,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de  Prestação de Serviços nº 01-013/2024, assinado em 03/05/2024 e seus aditivos, cujo objeto é a prestação de serviços de manutenção preventiva, corretiva, nos aparelhos de ar condicionado da Secretaria Municipal de Fazenda de Duque de Caxias/RJ, conforme Autorizo, justificativa e demais documentos acostados nos autos do Processo Administrativo nº 009/004946/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,260011.86
2723,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de  Prestação de Serviços nº 01-014/2024, assinado em 09/05/2024, cujo objeto é a contratação de  pessoa jurídica especializada em serviços de natureza continuada de técnica de outsourcing de  equipamentos de TI, assistência técnica autorizada de manutenção preventiva e corretiva, sistemas e  soluções informatizadas de gestão e apoio, sem fornecimento de mão de obra exclusiva, conforme  Autorizo, justificativa e demais documentos acostado nos autos do Processo Administrativo nº  003/000624/2026.",,TERMO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,459972.0
2724,"O objeto do presente termo é a aquisição de materiais esportivos destinados ao uso nas aulas realizadas  nos polos esportivos, ao apoio de grupos esportivos associados ao município e a atendimento das  necessidades da Secretaria Municipal de Esportes e Lazer de Duque de Caxias, nas especificações e  condições constantes no Termo de Referência, conforme Termo de Adesão e demais documentos  constantes nos autos do Processo Administrativo n9 016/000132/2025.",,TERMO DE FORNECIMENTO,ADESÃO À ATA DE REGISTRO DE PREÇOS,10010257.5
2725,"cujo objeto é  prestação de serviços de engenharia comum relacionados à adequações, adaptações e modernizações de  praças, quadradas poliesportivas, campos de futebol, academias públicas, dentre outras relacionadas ao  bem-estar social, desporto e cultura, bem como ações de melhoria das condições de infraestrutura geral  das regiões do entorno destas localidades no município de Duque de Caxias/RJ, conforme Autorizo,  justificativa técnica e demais documentos acostados no Processo Administrativo n 013/000324/2026",1,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS DE EXECUÇÃO DE OBRAS,ADESÃO À ATA DE REGISTRO DE PREÇOS,119466680.82
2726,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses ou até a conclusão do processo administrativo em curso para novo chamamento público o Termo de Credenciamento nº 36-047/2022, assinado em 08/06/2022, e seus aditivos cujo objeto é a prestação de serviços de procedimentos clínicos de ortopedia, fisioterapia, radiologia geral, ECG, EEG, USG, para atender as necessidades da Secretaria Municipal de Saúde, conforme Autorizo e demais documentos constantes no Processo Administrativo nº 014/001082/2026.",,TERMO ADITIVO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,600000.0
2727,"O presente Termo tem como objeto a Locação de Imóvel destinado ao funcionamento do Centro de Fisioterapia Vila São Luiz, da Secretaria Municipal de Saúde, situado na Avenida Brasil, Lote 14, quadra 52, Vila São Luiz, 1° Distrito, Duque de Caxias - RJ, nas condições, descrições e exigências estabelecidas no Termo de Referência, conforme Ato de Inexigibilidade e demais documentos constantes no processo administrativo nº 014/001246/2026. O valor global deste Termo é de R$ 354.960,00 (trezentos e cinquenta e quatro mil, novecentos e sessenta reais), para o encargo mensal de aluguel no valor de R$ 9.860,00 (nove mil, oitocentos e sessenta reais).",,TERMO DE LOCAÇÃO DE IMÓVEL,INEXIGIBILIDADE DE LICITAÇÃO,354960.0
2728,"O presente Convênio tem por objetivo a concessão de estágio para os alunos dos cursos de pós-  graduação em Anestesiologia, Dermatologia, Cardiologia, Cardiologia Intervencionísta e  Hemodinâmica, Cirurgia Cardíaca, Cirurgia Geral, Cirurgia Pediátrica, Neurocirurgia, Ortopedia e  Traumatologia, Otorrinolaringologia, Terapia Intensiva, Radiologia, Gastroenterologia, Endoscopia  Digestiva e Cirurgia Vascular, obedecendo aos preceitos e formalidades legais, conforme Autorizo e  demais documentos constantes no Processo administrativo ne 014/002831/2025.",,TERMO DE CONVÊNIO COM INSTITUIÇÕES EM GERAL,N/A,0.0
2729,"O objeto do presente Termo é o Credenciamento da NOTRE DAME INTERMÉDICA SAÚDE S.A, para a prestação de serviços de Planos de Saúde e Plano Odontológico, oriundo do Chamamento Público nº 001/SMAOP/2026, conforme o constante no Processo Administrativo nº 008/001145/2026.",,TERMO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,0.0
2730,"O objeto do presente termo é a aquisição de pistolas marca GLOCK, Calibre 9X19 mm - Modelo G19 Gen5 MOS, para atender a demanda da Guarda Civil Municipal de Duque de Caxias/RJ, nas especificações e condições constantes no Termo de Referência, conforme Termo de Adesão e demais documentos constantes nos autos do Processo Administrativo nº 024/000121/2026.",,TERMO DE FORNECIMENTO,ADESÃO À ATA DE REGISTRO DE PREÇOS,1828120.18
2731,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de Prestação de Serviços nº 01-010/2022, assinado em 24/03/2022, e seus aditivos, cujo objeto é o fornecimento e instalação de material de comunicação visual, em atendimento às necessidades da Secretaria Municipal de Assistência Social e Direitos Humanos, conforme Autorizo e demais documentos constantes no Processo Administrativo nº 017/000150/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,139500.0
2732,"O objeto do presente termo é a construção de estande de tiro em edifício anexo a sede da Guarda Municipal- rua Silva Fernandes, s/n  bairro Jardim 25 de Agosto  Duque de Caxias/RJ, nas especificações e condições constantes no Projeto Básico, conforme Homologação e demais documentos constantes nos autos do Processo Administrativo nº 013/000805/2025.",1,TERMO DE PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA,CONCORRÊNCIA,8384975.21
2733,"O presente Convênio tem por objetivo a concessão de estágio obrigatório supervisionado para estudantes do curso de Agente Terapêutico, nas Unidades da Secretaria Municipal de Saúde de Duque de Caxias/RJ, obedecendo aos preceitos e formalidades legais, conforme Autorizo e demais documentos constantes no Processo administrativo nº 014/004486/2025.",,TERMO DE CONVÊNIO COM INSTITUIÇÕES EM GERAL,N/A,0.0
2734,"O presente Convênio tem por objetivo concessão de estágio obrigatório supervisionado para estudantes dos cursos de Enfermagem, Fisioterapia, Nutrição e Terapia Ocupacional, obedecendo aos preceitos e formalidades legais, conforme, Autorizo e demais documentos constantes no Processo administrativo nº 014/003569/2025.",,TERMO DE CONVÊNIO COM INSTITUIÇÕES EM GERAL,N/A,0.0
2735,"O Presente Termo Aditivo tem por finalidade, Prorrogar por 12 (doze) meses o Termo de Prestação  de Serviços N° 01-019/2023, e seus aditivos, cujo objeto é a prestação de serviços de solução  informatizada para melhoria da qualidade do ensino da rede Municipal de Educação em atendimento  as necessidades do Município de Duque de Caxias, conforme Autorizo, Justificativa e demais  documentos constantes no Processo Administrativo n° 003/000767/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,PREGÃO PRESENCIAL,4351570.28
2736,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses e REAJUSTAR em 3,66% o Termo de Prestação de Serviços nº 01-022/2023, assinado em 24/05/2023, e seus aditivos, cujo o objeto é a aquisição de 01 (uma) licença de ferramenta de banco de Dados, de pesquisa de preços via web, visando suprir as necessidades da Secretaria Municipal de Assistência Social e Direitos Humanos, conforme Autorizo e demais documentos acostados nos autos do Processo Administrativo nº 017/000540/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,INEXIGIBILIDADE DE LICITAÇÃO,12750.0
2737,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses e ACRESCER em 15% o Termo de Prestação de Serviços nº 01-015/2024, assinado em 16/05/2024, e seu aditivo, cujo objeto do presente termo é a prestação de serviços de sanitização (desinfecção) compreendendo procedimentos higiênicos-sanitários, visando garantir a obtenção de ambientes, equipamentos e superfícies com características adequadas de limpeza e baixa carga microbiana residual, evitando a recontaminação com aplicação mensal, conforme Autorizo, Justificativa e demais documentos constantes no Processo Administrativo nº 017/000493/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,670403.04
2738,"O objeto do presente Termo é a Prestação de serviços contínuos de manutenção preditiva, preventiva e corretiva para as subestações simplificadas e/ou abrigadas do Município de Duque de Caxias/RJ, nas especificações e condições constantes no Termo de Referência e demais documentos acostados no Processo Administrativo nº 013/000785/2025.",1,TERMO DE PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA,PREGÃO ELETRÔNICO,7531000.0
2739,"O presente Termo Aditivo tem por finalidade PRORROGAR 12 (doze) meses o Termo de Credenciamento n° 36-006/2023, assinado em 23/06/23, e seus aditivos, cujo o objeto é a prestação de serviços de confecção de próteses dentárias para Laboratório Regional de Prótese Dentária  LRPD, visando atender as necessidades dos usuários do SUS que buscam atendimento na Rede Municipal de Saúde, conforme Autorizo e demais documentos constantes no Processo Administrativo nº 014/001310/2026.",,TERMO ADITIVO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,1423575.0
2740,"O presente Termo Aditivo tem por objeto PRORROGAR por 12 (doze) meses o Termo de Credenciamento nº 36-022/2022, assinado em 08/06/2022, e seus aditivos, cujo objeto é a prestação de serviços relacionados ao atendimento de fisioterapia, conforme Autorizo e demais documentos acostados no Processo Administrativo nº 014/001010/2026.",,TERMO ADITIVO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,120000.0
2741,"O presente Termo Aditivo tem por objeto PRORROGAR por 12 (doze) meses o Termo de Credenciamento nº 36-032/2022, assinado em 08/06/2022, e seus aditivos, cujo objeto é a prestação de serviços Hemodiálise (ambulatorial), conforme Autorizo e demais documentos acostados no Processo Administrativo nº 014/001216/2026.",,TERMO ADITIVO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,13433710.6
2742,"O presente Termo Aditivo tem por objeto PRORROGAR por 12 (doze) meses o Termo de Credenciamento nº 36-048/2022, assinado em 08/06/2022, e seus aditivos, cujo objeto é o fornecimento de Órtese, Prótese e Materiais Especiais, conforme Autorizo e demais documentos acostados no Processo Administrativo nº 014/001455/2026.",,TERMO ADITIVO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,3750000.0
2743,"O presente Termo Aditivo tem por objeto PRORROGAR por 12 (doze) meses ou até a conclusão do Processo Administrativo em curso para o novo Chamamento Público, o Termo de Credenciamento nº 36-037/2022, assinado em 08/06/2022, e seus aditivos, cujo objeto é a prestação de serviços de diagnóstico por imagem  odontológico, para a realização de serviços de Radiografia Odontológica Panorâmica, conforme Autorizo e demais documentos acostados no Processo Administrativo nº 014/001215/2026.",,TERMO ADITIVO DE CREDENCIAMENTO,CHAMAMENTO PÚBLICO,120000.0
2744,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de Prestação de Serviços nº 01-022/2022, assinado em 19/05/2022, e seus aditivos, cujo objeto é a prestação de serviços de locação e instalação dos equipamentos de Tanques e Cilindros de Oxigênio com manutenção preventiva e corretiva na rede de fornecimento dos gases, fornecimento e envasamento, em atendimento às necessidades da Secretaria Municipal de Saúde, conforme Autorizo, justificativa e demais documentos acostados nos autos do Processo Administrativo nº 014/000741/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,CONCORRÊNCIA,63930968.8
2745,"O presente Termo Aditivo tem por finalidade PRORROGAR por 12 (doze) meses o Termo de Prestação de Serviços nº 01-021/2023, assinado em 10/04/2023, e seus aditivos, cujo objeto é a prestação de serviços de estações de trabalho em rede, em atendimento as necessidades da Secretaria Municipal de Saúde, conforme Autorizo e demais documentos constantes no Processo Administrativos n° 014/00613/2026.",,TERMO ADITIVO DE PRESTAÇÃO DE SERVIÇOS,ADESÃO À ATA DE REGISTRO DE PREÇOS,636000.0
